idx,sentence1,sentence2,label
285,Two zebras are playing.,Zebras are socializing.,4.25
1238,A horse standing near a gate with another horse in the background.,A group of river barges with trees in the background.,0.0
765,A lion is walking in an enclosed area.,A lion is walking around.,2.5999999046325684
55,A man is playing an electronic keyboard.,A man is playing a flute.,1.2000000476837158
276,A  man is dancing.,A man is riding a horse.,0.800000011920929
2809,Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.,Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.,4.75
773,A man is slicing a potatoe.,A man is peeling a banana.,1.0
2297,"""In  it was a mental illness, now what are they teaching you?""","He stated that it was a mental illness in , how is that bigotry?",1.600000023841858
3526,libyan foreign minister abdel rahman shalgam visited london during the first visit by a libyan foreign minister since 1969.,shalgam's visit to london is the first by a libyan foreign minister since 1969.,4.199999809265137
1368,Pope canonizes 2 Palestinians,Sweden recognizes Palestinian state,0.0
5575,Ukrainian parliament dismisses president,Ukraine's parliament votes to dismiss president,4.0
328,"A long-haired man with a hat standing between two large, half-empty Coke bottles.",A man with a cap and jacket walking between two large bottles.,3.5999999046325684
1418,A goose flapping its wings in a body of water.,A black swan flapping its wings on the water.,3.0
1030,"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.","Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003.",3.75
607,A woman is cutting an onion.,A woman is cutting meat.,2.0
2690,Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville.,"Manuel and his group entered the US the same way thousands of people do every day, by walking across the bridge between Matamoros and Brownsville.",4.0
268,One Asian and one occasion woman in glasses smiling with their thumbs up.,Two women are posing for the camera and giving the thumbs up sign.,3.4000000953674316
407,Soccer players are kicking a soccer ball into the goal.,A soccer player scores a goal.,3.799999952316284
1032,"Freeman's civil hearing may be, on the surface, about a driver's license.",Freeman said not having a driver license has been a burden.,1.75
214,A woman is adding oil on fishes.,The woman is cutting potatoes.,0.6000000238418579
1230,"""It seems to me ... we're just dealing with bragging rights here, who wins and who loses,"" said Gammerman, who heard the case without a jury.","""Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses,"" said Gammerman.",3.6670000553131104
4233,Lakers Fire Coach Mike Brown After 1-4 Start,Lakers fire Mike Brown after 1-4 start,4.400000095367432
5528,Record-setting Southwest heat wave turns fatal,"At least 1 dead, 40 hospitalized in Southwest heat wave",4.0
3320,A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.,A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.,3.0
3216,"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts.","Security analysts said the new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by mid-afternoon on Monday.",4.5
2229,Or this one by Jim Croce We are all vessels filled with many wonders.,We are all vessels filled with many wonders.,3.200000047683716
29,A little boy is singing and playing a guitar.,A man is singing and playing the guitar.,2.200000047683716
5609,Oklahoma examines what went wrong in botched execution,Okla. inmate dies of heart attack after botched execution,3.0
1040,A smiling woman with a beer sitting outside with another smiling woman.,Two women sitting outside laughing.,3.200000047683716
5480,Relatives scuffle with police after China fire kills 120,Angry families demand answers after China plant fire kills 119,3.799999952316284
237,The bird is taking a bath under the faucet.,A bird is bathing in a sink.,4.428999900817871
4840,P.G. police seeking driver in crash that killed child,Police seek gunmen in New Orleans Mother's Day parade shooting,0.0
5150,Dignitaries pay tribute to Paul Desmarais,Stars pay tribute to James Garner,0.4000000059604645
640,You want to start in the room that is the largest to make sure you have the straightest start.,"You will have to start with the clinic., and maybe move on to the insurance company.",1.0
377,A group of people sing.,Some people are singing.,5.0
994,"Yes, dull dialog should be removed completely (or transformed to interesting dialog).",I agree with Lauren's answer: You need highs and lows in any story.,1.7999999523162842
688,"The recipe I work from has you put the meat in the freezer, then pan sear it.","Starting with a whole chilled piece of meat, I quickly pour boiling water over all the outside surface.",1.399999976158142
5730,Hong Kong officials resume work as protests thin,Hong Kong student leaders mull protest retreat,2.0
1097,The industry's largest association is urging its members not call the more than 50 million home and cellular numbers on the list.,"Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.",3.200000047683716
2208,We all believe that we are getting what we expect.,"Most times, % of the time, we are getting what we expect.",3.799999952316284
267,A woman posing by a pillar with a U2 sign.,"a woman is standing by a pillar where ""u2"" is written.",4.199999809265137
3252,"Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m.","On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.",2.0
332,An empty office cubicle.,An empty office chair in a cubicle.,3.0
1322,Croatia begins countdown to historic EU entry,Croatia countdowns to joining EU,4.800000190734863
4078,6 NATO troops killed in Afghanistan IED attack,6 NATO troops killed in Afghanistan,3.799999952316284
547,A man is working on his farm.,An old guy is working on his farm and a cow kicks him.,2.799999952316284
585,Two robots kiss.,Two robots are kissing.,5.0
1037,"Calvin Hollins Jr.'s attorney, Thomas Royce, has repeatedly said his client had no link with the company that owned and operated E2.","The lawyer for Hollins Jr., Thomas Royce, has said his client had no link to the company that owned and operated E2.",4.5
178,A person drops a camera down an escelator.,A man tosses a bag down an escalator.,2.75
223,A woman is collecting tap water in a mug.,A boy is filling a pitcher with water.,1.399999976158142
333,Two cows graze in a field.,A brown horse in a green field.,1.7999999523162842
3761,Obama backs Philippines over South China Sea,Obama says clear rules needed to calm South China Sea,2.4000000953674316
893,A woman rapidly fires a handgun.,A woman is shooting off a gun.,4.400000095367432
407,"A young boy jumping into a pool that says ""no diving"".",A boy jumps into a pool while lifeguards watch.,3.200000047683716
541,A pair of young boys in t-shirts are hiding in the woods with one looking aghast.,Two smiling little girls playing in a fountain with other people.,0.0
167,A man is talking on a cell phone.,A guy is talking into a microphone.,2.0
5717,Gunners fire but fail to advance in Champions League,EPL clubs out to avoid Champions League woes,1.0
412,A man is holding up and talking about a gray You Tube T-shirt.,A man is showing a t shirt.,2.75
3329,"The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.","Standard & Poor's 500 stock index futures for June were down 2.60 points at 965.70, while Nasdaq futures were down 7.50 points at 1,183.50.",1.600000023841858
5264,ICC Champions Trophy: India vs South Africa,Champions Trophy: India v South AfricaLive,4.329999923706055
4462,Gunmen kill nine people in northwest Pakistan,Militants kill 6 soldiers in northwest Pakistan,2.5999999046325684
3249,Several states and the federal government later passed similar or more strict bans.,"Following California's lead, several states and the federal government passed similar or tougher bans.",4.0
223,Several kids jump up and down on a trampoline.,A man is doing back flips on a trampoline.,1.5
3605,russian president vladimir putin states that the decision to cease implementation of the conventional forces in europe treaty is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.,russian president vladimir putin states that the decision is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.,4.199999809265137
919,I've recently bought two sit/stand Galant tables from IKEA and I'm quite happy with them.,http://www.varidesk.com/ There is also the hand-made/DIY version for which you could obtain design templates for.,1.7999999523162842
5327,Implications of Palestinian reconciliation,Belgian king to address nation amid abdication speculation,0.6000000238418579
5747,"China, India vow to further bilateral ties",China Scrambles to Reassure Jittery Stock Traders,0.0
1006,An Apple computer sitting on the floor.,A Macintosh computer sitting on the floor.,3.799999952316284
5477,Gunmen kill nine tourists in Pakistan,Gunmen Attack Hotel In Remote Pakistani Province,3.200000047683716
2143,My parents have told me it is bad for you.,officers have told me its bad for you.,2.0
567,A man is playing two pianos.,A cat is playing a piano.,1.600000023841858
2557,"""It was brazen intimidation to keep people on the reservation,"" said a Republican who attended but did not want to be named.","""It was a brazen attempt at intimidation,"" said a Republican legislator who attended the meeting.",3.5
2245,It's just a bunch of cells.,"I'm ""a bunch of cells.""",2.200000047683716
561,People are sitting around dimly lit tables while smiling and laughing.,People are sitting on benches.,2.0
553,A man is slicing a cucumber.,A man is cutting cucumbers.,4.5
1055,A black and white photo of an old train station.,A black and white photo of a motorcycle laying on the ground.,0.20000000298023224
392,The girl with the blue bucket splashes beneath the pier.,The girl in the ski jacket is walking near the buildings.,0.4000000059604645
320,A girl in a riding hat on a horse.,A girl riding a brown horse.,2.5999999046325684
3623,29 people were convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china.,court official tran dao stated the 12 people were among 29 people convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china.,3.4000000953674316
5552,"Driver backs into stroller with child, drives off","Driver backs into mom, stroller with child then drives off",4.0
1768,A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.,4.800000190734863
857,A group of girls are exiting a taxi.,A video clip of Rihanna leaving a taxi.,2.0
821,"Most of the literature I can find about infant sleeping has to do primarily with waking habits, not eating habits.","In my experience, babies tend to wake up by themselves when they get hungry.",2.5999999046325684
3521,tirana is the capital of,abuja is the capital of,1.0
4448,Hamas mixed sex schools ban takes effect,Hamas in mixed-sex school 'ban',4.199999809265137
426,A boy in red jumping into a sandbox.,A dog swimming in a pond,0.0
3087,"The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.","The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.",2.4000000953674316
2886,"In midafternoon trading, the Nasdaq composite index was up 8.34, or 0.5 percent, to 1,790.47.","The Nasdaq Composite Index .IXIC dipped 8.59 points, or 0.48 percent, to 1,773.54.",1.600000023841858
3575,"the u.s., other western nations and nato condemned the violence.","the u.s., other western nations and nato demanded a cease-fire.",3.5999999046325684
692,A common one is haddock and is in season pretty much year round.,"White fish are, as a rule, more delicately flavored than darker fleshed fish.",1.399999976158142
664,It's not a good idea.,It is not a good idea.,5.0
98,"Three young men run, jump, and kick off of a Coke machine.",Three men are jumping off a wall.,1.5
2559,The dead woman was also wearing a ring and a Cartier watch.,"""It's a blond-haired woman wearing a Cartier watch on her wrist,"" the source said.",2.5999999046325684
190,A child runs into and out of the ocean waves.,A young boy is running toward and from the ocean waves.,3.799999952316284
342,A dog is playing in the snow.,A dog is pawing at a fly in the carpet before it.,1.600000023841858
5394,Fire at South Korean bus terminal kills 5,S Korea bus station fire kills seven,3.200000047683716
5063,Influential Palestinians Seek One Democratic State,Arab League Backs Palestinian Stance in Peace Talks,0.6000000238418579
122,The man stirred the sauce for the chicken.,The man is stirring oil.,2.4000000953674316
1302,EU Set for New Sanctions on Iran,EU plans major new sanctions against Iran,4.400000095367432
2657,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,4.363999843597412
983,A woman boils eggs.,A woman places two eggs into a pot of water.,3.0
1429,Chinese shares close higher on Tuesday,Chinese shares close lower on Wednesday,1.7999999523162842
731,A woman is slicing an onion.,A woman is cutting a carrot.,1.399999976158142
574,The cat played with a watermelon.,A cat is playing with a watermelon.,4.800000190734863
1325,Residents near Gaza instructed to stay near shelter,Best’s great day brings West Indies cheer,0.0
1729,Two dogs on the beach.,A dog walks on the beach.,2.4000000953674316
4873,'Large and extremely dangerous' tornado heads towards Oklahoma City,Mom and baby among five killed as tornadoes rake Oklahoma City area,1.600000023841858
3026,"After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend.",King County Superior Court Judge Charles Mertel will then recess the trial until Monday.,3.0
69,A man shoots a man.,A man with a pistol shoots another man.,4.25
5576,Venezuela lawmakers brawl amid election tensions,Venezuela lawmakers brawl over election,5.0
5462,"Boston bombing suspect identified on surveillance video, no arrest","Boston bombing suspect was under FBI surveillance, says mother",3.4000000953674316
5745,Dozens of Egyptians hostages taken by Libyan terrorists as revenge for airstrikes,Egyptian boat crash death toll rises as more bodies found in Nile,0.0
1163,"At 12 months there was still a difference in function, although it was not a significant one.","At 12 months, there was still a difference between the groups, but it was not considered significant.",4.400000095367432
2503,"Also missing is Al Larsen, 31, of Fort Worth, Texas, who was in another vehicle swept off the turnpike.","The other victim recovered Tuesday morning was Al Larsen, 31, of Fort Worth, Texas.",2.200000047683716
80,A woman is slicing some tuna.,A woman is cutting raw fish.,2.799999952316284
1960,Some children are raising their hands and clapping.,Three children are playing soccer in the sand.,0.20000000298023224
835,Cover the entrance to the doorway with a old carpet and use a staple guns to secure it.,I started to dig into this because you caught my curiosity itch with the question...,0.0
468,A blonde haired toddler swinging on a tire swing.,A blonde haired child is swinging on a tire swing.,4.800000190734863
253,A woman is sewing on a machine.,A woman is breading some meat.,0.6000000238418579
319,The woman picked up the kangaroo.,A woman is carrying a kangaroo.,3.5
24,A woman peels a potato.,A woman is peeling a potato.,5.0
276,A woman riding a brown horse.,A woman taking her own photo from above.,0.20000000298023224
1667,Six dogs running on the sandy beach.,Six dogs walking beside the beach.,3.4000000953674316
1059,"Tenet has been under scrutiny since November, when former Chief Executive Jeffrey Barbakow said the company used aggressive pricing to trigger higher payments for the sickest Medicare patients.","In November, Jeffrey Brabakow, the chief executive at the time, said the company used aggressive pricing to get higher payments for the sickest Medicare patients.",3.75
5295,Israel downs drone from Lebanon,Israel shoots down drone from Lebanon,5.0
246,A man puts some cheese on a pizza.,The man sprinkled cheese on the pizza.,5.0
39,A woman is taking a bath.,A woman is riding a horse.,0.5379999876022339
5226,Bombing Aimed at Hezbollah Hits Southern Beirut,Explosion Hits Hezbollah Area South of Beirut,4.199999809265137
5007,Israelis attack 2 Palestinians in Jerusalem area,Settlers Beat up Palestinian in Jerusalem,2.5999999046325684
339,People ride and paddle a raft.,Four people are floating on a raft.,2.25
4766,China’s new carrier extends military modernization drive,Chinese vice premier meets Australian Governor-General,1.2000000476837158
363,The little boy is singing and playing the guitar.,A baby is playing a guitar.,2.799999952316284
253,The black and white cows pause in front of the gate.,A black cow and a brown cow stands in a plain in front of an uprooted tree.,2.200000047683716
5137,No update on Nelson Mandela's condition,Nelson Mandela's condition improves,2.200000047683716
2994,"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.","In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.",1.399999976158142
4447,"2 dead, 2 injured in Nevada middle school shooting","Nevada: 2 dead, 2 hurt in middle school shooting",5.0
99,A woman is peeling a potato.,A man is slicing potato.,2.4000000953674316
1690,Two dogs fighting in the snow.,Two dogs playing in the snow.,2.5999999046325684
2773,"The Fed's Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.","Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.",3.799999952316284
26,A man is riding a motorcycle.,A woman is riding a horse.,0.75
2376,and videos Seismic data does not equal duration of collapse.,Seismic data does not equal duration of collapse.,4.599999904632568
493,The dogs play in the snow on hind legs.,Two dogs play in the snow.,3.799999952316284
3679,"the 5 permanent united nations security council members are britain, china, france, russia and the united states.","p5+1 members are britain, china, france, russia, germany and the united states.",3.5999999046325684
383,A man is tying on a stenographers machine.,the man used a stenograph.,2.25
5392,Iran condemns alleged Israeli airstrike on Syria,Democrats Face Divide Over a Strike on Syria,1.2000000476837158
461,Three dogs playing in the snow while one dog wears a jacket.,"Three dogs playing in the snow, with a city in the background.",3.4000000953674316
3656,santos stated colombian police found the evidence in 2 computers discovered with slain rebel leader raul reyes.,francisco santos stated that colombian police found the evidence on two computers discovered with raul reyes.,4.0
1319,A group of people sitting around a table containing food.,Four people are sitting around a living room with.snacks.,2.799999952316284
4851,Israeli Minister Slams Kerry's Boycott Warning,Israeli minister slams Kerry’s boycott warning,4.599999904632568
3270,"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.",2.700000047683716
4236,Soldier 'can't recall' massacre,US soldier ‘doesn’t recall massacre’,4.400000095367432
1762,A brown and white dog is walking next to a man on a skateboard.,A blond child is laying on a branch of a tree in a green field.,0.0
2337,Higher than  per cent but not very high.,Lower than  per cent but not very low.,1.0
95,The lady peeled the potatoe.,A woman is peeling a potato.,4.75
762,A woman is cutting flowers.,A man is holding huge sunflowers.,1.0
4693,Syria welcomes Iran's nuclear deal,"Iran, six world powers clinch breakthrough nuclear deal",3.0
1358,More than 100 injured in Texas plant blast,Hundreds believed injured in Texas fertiliser plant blast,4.0
5090,Israeli teens missing in West Bank,Israel finds bodies of three missing teens in West Bank,2.799999952316284
5025,Nazi Gestapo chief 'buried in Jewish cemetery',Nazi chief buried in Jewish cemetary,4.800000190734863
2602,"The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel, as were schools, and much of the region's transportation network was slowed.","In the aftermath of Hurricane Isabel, federal and local governments remained shut down, as did schools and many businesses.",3.25
434,A woman is walking on an open ground with a pet dog as some other dogs follow them.,A man is walking with several dogs.,2.0
260,A bag of cotton in front of a couch.,Calico cat sitting on step in front of a door.,0.0
5202,North Korea says to restart nuclear reactor,North Korea Offers Talks: Complex May Re-Open,3.5999999046325684
1889,Two dogs running through tall grass.,Two dogs are running through a grassy area.,4.599999904632568
1904,Two girls on the shore watch people in a boat fish.,"Two males, one in red and one in white playing a basketball game.",0.0
2273,The government does not determine if you are married or not.,The government doesnt have to declare you married before you can be married.,3.5999999046325684
5031,Red Sox beat Tigers to reach World Series,Red Sox beat Tigers 5-2 to advance to World Series,4.400000095367432
641,The man is peeling an apple.,A man peels an apple.,5.0
502,The sky has very little to no clouds.,"This Lady might be ready for Rock Climbing, or just watching the Clouds, above.",0.4000000059604645
5740,Pakistan executions draw international ire,Pakistan protests ceasefire violations by India,0.0
4964,Top Diplomats Meet in Munich at Critical Time,Top Diplomats Discuss Iran's Nuclear Program,2.4000000953674316
170,A man is playing drums.,A man is playing his guitar.,1.7999999523162842
1398,"5 killed, 50 injured in Pakistan blast","3 killed, 138 injured in Boston blasts: media",0.800000011920929
3040,"Others with such a status are Egypt, Israel, and Australia.",Nations like Israel and Australia already have such status.,2.5
1477,sheep standing in afield.,A large dog stands next to a sheep in a field.,2.799999952316284
3386,But the cancer society said its study had been misused.,The American Cancer Society and several scientists said the study was flawed in several ways.,2.25
1844,A young boy riding a bike on a brick road,A person does tricks on a bike on a ramp surrounded by trees.,2.200000047683716
601,A man is driving a car.,A man drives a car.,4.875
350,A bird eating from a bird feeder.,A yellow bird eating fruit on a bird feeder.,3.200000047683716
1171,"Its former chief Mickey Robinson was fired for cause when he left in September, the company said.","Chief Executive Mickey Robinson was fired for cause in September, the company said last month.",4.400000095367432
4037,China stocks end higher on PMI at midday,Chinese stocks open higher Thursday,1.7999999523162842
873,A man is slicing cucumber with a knife.,A man is cooking a tortilla in a skillet.,0.75
259,The flock of sheep are spread out in the field.,A white cat stands on the floor.,0.0
524,A blonde woman looks for medical supplies for work in a suitcase.,The blond woman is searching for medical supplies in a suitcase.,5.0
3585,"the vietnam news agency reported that the ministry of public security stated that foreigners involved in drug trafficking cases in vietnam came mostly from laos, cambodia, australia, china, the united states and taiwan.",the vietnam news agency reported that the ministry of public security stated that police admitted that drug trafficking into vietnam is increasing but actions to prevent and stop the drug trafficking along the borders remained limited.,3.799999952316284
1756,a group of teenagers are dancing on a wooden floor.,A group of people in dark colored clothing are line dancing on a wooden floor.,3.4000000953674316
751,Some villages had histories and thus names going back to Ancient Roman times.,"Many towns and villages took their name from the ruling family, the owners of the village.",1.2000000476837158
1347,France warns of extremists benefiting from Egypt violence,France fears extremists will benefit from Egypt violence,4.400000095367432
918,"On the cell's surface, the foreign components are recognised by other cells that then realise it is infected and kill it.",The foreign bits are recognized by other cells that realize it is infected and kill it.,4.25
1313,A woman wearing a navy dress is cutting a cake on a white table.,A person wearing a helmet sits on a bicycle on a sunny day.,0.4000000059604645
560,Men are fighting after a basketball game.,The men are playing a game of basketball.,2.200000047683716
784,I have the same thing.,I had the same problem as you.,3.0
1727,A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.,4.400000095367432
4579,France Welcomes US-Russia Deal on Syria,Arab League welcomes US-Russian deal on Syria,2.4000000953674316
450,A man is patting an alligator on the mouth.,A person is dumping chopped vegetables into a pot on the stove.,0.0
3975,Palestinian prisoners to end hunger strike,Progress reported in Palestinian prisoner hunger strike talks,2.799999952316284
1131,"Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.",Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.,2.25
5127,Russian aircraft wreckage found after a year,Russia evacuates embassy in Libya after attack,0.20000000298023224
891,A woman shoots a shotgun.,The woman is shooting a rifle.,2.799999952316284
4193,2 Americans Killed as Afghan Unrest Enters Fifth Day,Two American Officers Murdered As Afghan Unrest Continues,4.199999809265137
410,A man is carrying another man.,A man sprays another man with water from a hose.,0.800000011920929
396,The white and brown dog is running quickly through the grass.,The big white dog is running in the grass.,3.4000000953674316
1037,"Bashir felt he was being tried by opinion not on the facts, Mahendradatta told Reuters.","Bashir also felt he was being tried by opinion rather than facts of law, he added.",4.0
1151,"The companies, Chiron and Aventis Pasteur, together made about 80 million doses of the injected vaccine, which ordinarily would have been enough to meet U.S. demand.","Chiron and Aventis Pasteur together made about 80 million doses, ordinarily enough for U.S. demand, The Associated Press reported.",4.400000095367432
4834,Singapore stocks end up 0.26 percent,Singapore stocks end up 0.11 pct,2.0
545,A man calling for a taxi at the airport on a sunny day.,A man is outside on a July day.,1.399999976158142
465,Someone is holding a hedgehog.,A onion is being sliced.,0.0
4388,Bangladesh building collapse death toll hits 540: army,"Bangladesh building collapse death toll passes 1,000",2.5999999046325684
1126,"The technology-laced Nasdaq Composite Index was up 7.60 points, or 0.46 percent, at 1,653.62.","The broader Standard & Poor's 500 Index <.SPX> shed 2.38 points, or 0.24 percent, at 995.10.",0.800000011920929
1019,It was the third time in four years that wildfires forced the park to close.,"For the third time in four years wildfires closed Mesa Verde National Park, the country’s only park dedicated to ancient ruins.",3.0
2893,"Although obesity can increase the risk of health problems, skeptics argue, so do smoking and high cholesterol.","Although obesity can increase the risk of a host of health problems, skeptics argue, so do smoking and high cholesterol, which are not considered diseases.",4.25
86,A person is chopping coriander leaves.,A woman is slicing up some green leaves.,2.25
2798,Previously he had seen the grinning mechanic from east Java only on television.,"Mr Hughes had seen Amrozi's face on television, the infamous images of the grinning mechanic from east Java.",3.4000000953674316
4380,Egypt minister survives assassination attempt,Syrian prime minister 'survives assassination attempt',1.600000023841858
11,A man is cutting an onion.,A man cuts an onion.,5.0
4426,Fight for Mali Town Reflects Islamist Tactics,EU to train Mali army to fight northern Islamist militants,2.0
4976,Snowden Hits Hurdles in Search for Asylum,Snowden's hits hurdles in search for asylum,5.0
5444,FBI audio expert testifies in Zimmerman trial,Jury selection begins in Zimmerman's trial,1.399999976158142
5656,How the Dow Jones Industrial Average Did Wednesday,How the Dow Jones Industrial Average Fared on Monday,2.0
768,"Yes, this is true and yes, in most cases indefinite articles indeed developed from numerals, as @MGN already said.","Indefinite articles developed from numerals, and the definite articles developed from demonstratives.",2.5999999046325684
2620,"""I don't know if the person I'm talking to now may end up being someone else at another time that may not follow the rules,"" Parrish said.","""I don't know whether the person I'm talking to now may end up being someone else,"" Parrish said.",3.4000000953674316
1188,"But JT was careful to clarify that it was ""not certain about the outcome of the discussion at this moment"".","""However, we are not certain about the outcome of the discussion at this moment.""",3.200000047683716
5484,Burial of Boston bombing suspect appears legal,'Ready to go home:' Last Boston bombing victim leaves the hospital,1.0
881,A man is folding a piece of paper.,A man is slicing a plastic container with a sword.,0.5
1631,Two women contestants are walking their dogs in a dog show.,Two women walk there dogs at a dog show.,4.800000190734863
4656,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,2.200000047683716
118,A woman is slicing ginger.,A person is holding two baby lorises.,0.0
2146,Read More: You have never met anyone that is Pro-Abortion?,You have never met anyone that is Pro-Abortion?,4.800000190734863
3993,US pledge to rebuild Haiti not being met,US Pledge to Rebuild Haiti Not Being Met,5.0
735,Thistle is classified as a noxious weed in most places and must be controlled.,"I've got the same problem, where there are fields of dandelions just beyond the borders of my gardens.",1.600000023841858
1648,A man in a gray suit locking up a bicycle,A man and a woman standing on a city street.,0.4000000059604645
273,A woman is filing her fingernails with an emery board.,A woman is feeding her baby with a bottle.,0.5
4273,Norway memorial honours 77 massacre victims,Norway marks anniversary of massacre,2.799999952316284
892,"Analysts expected earnings of 27 cents a share on revenue of $17.7 billion, Thomson First Call says.","Hewlett-Packard is putting in for a second-quarter profit of $659 million, or 29 cents a share, on revenue of $18 billion.",1.2000000476837158
4857,Former Zambian president arrested,Zambia's ex-President Rupiah Banda arrested,4.0
0,A man with a hard hat is dancing.,A man wearing a hard hat is dancing.,5.0
4576,Amazon's Bezos to buy the Washington Post for $250 million,Amazon's Bezos buys Washington Post for $250-M,4.599999904632568
2330,"The primary focus of Systematic Dialectics is syn chronic, not dia chronic.","Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.",2.200000047683716
141,A man dives into a pool.,A man dives into a swimming pool.,5.0
4082,Tsunami warning: No need for SA to panic,Tsunami warning after Aceh quake,2.200000047683716
73,A man is playing the piano.,A man is playing the trumpet.,1.600000023841858
236,A woman is frying something.,A woman is riding a horse.,0.6000000238418579
2703,"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.",3.1670000553131104
4586,Search after man swept into sea,Lara plans visit to Nepal,0.20000000298023224
41,A woman is playing an electric guitar.,A woman is playing a guitar.,3.5999999046325684
2471,"General Myers told reporters that ""at first blush, it doesn't look like any rules were broken"".","""At first blush, it doesn't look like any rules were broken,"" said Gen. Richard Myers, chairman of the Joint Chiefs of Staff.",3.5999999046325684
2685,"The broader Standard & Poor's 500 Index .SPX advanced 2 points, or 0.24 percent, to 977.","The Nasdaq Composite Index .IXIC was off 6.52 points, or 0.39 percent, at 1,645.66.",0.800000011920929
526,An old man wearing a hat stands outside a shop door.,a man in an oversized shirt sits at a shop,2.200000047683716
1093,Two cats sitting together on the sofa looking out the window.,Two cats are looking at a window.,3.799999952316284
663,You might have to try a variety before you find one that clicks with him.,My advice would be to try a variety of coffees that you can afford and find one you like.,2.0
3360,Mr Colpin did not specify whether it was this system that was at the centre of the investigation.,Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.,2.200000047683716
700,"I see some references to status as uncountable as well, but that doesn't make much sense to me.","There are some cases ""status"" may be accounted of countable.",2.5999999046325684
1415,France cleared to impose controversial 'millionaire tax',Manila to increase counter-terror team,0.0
2647,"Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers.","LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.",3.5
1515,The two dogs are running through the grass.,Three dogs run in the snow.,2.200000047683716
270,A person is cutting some burrata cheese.,The person is slicing cheese.,3.799999952316284
1583,A boy and a girl playing on the beach.,A dog playing in the waves with a ball.,0.800000011920929
3833,Australian unemployment up to 5.1 percent,French unemployment rate rises to 10 percent,1.0
213,A woman is relaxing in a bath tub.,A woman is stabbing a potato with a fork.,0.4000000059604645
5163,Italian parliament backs new PM,Train Derailment Kills 4 in New York,0.0
2339,God definately does not exist.,God probably does not exist.,2.5999999046325684
3714,the attacks are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia.,the attacks occurred after a dispute between the governments of russia and estonia over the relocation of a soviet war memorial.,3.0
